id,polarity,tweet
2299794306,neg,@SeattleRealEst8 439 calories 28 grams of fat 41.7 carbs...  by by MeximinusFry.
1695998263,neg,@mglickman that reminds me of a bit howard stern did back in the day about oprah eating a lot.  i wish i could find it on the net. 
2175909248,neg,Is wondering why its always warm when she leaves London in the morning &amp freezing when she gets to Woking 
1467932979,neg,@lolitariot oh no  hope youre not getting sick too!
1468036579,neg,@mykele sayyyy whaaaa? I wasnt invited... 
1467913111,neg,#3 woke up and was having an accident minus &quotIts pushing its pushing!&quot he was crying because he couldnt stop from wetting his pants.  
1980105719,neg,@sweetbaboo1979 Have 2 minusAngel is our old gal nearly 11 and Sadie is her daughter. Angels age catching up 2 herminuscancerjoint failure  
1556068472,neg,Hmm im usually dead rite now...ugh skool monday..no more oprah ellen or kathie lee and hoda     i wish u went to skool for a millisecond!!
2252521888,neg,I have had a 102. Fever all night. 
2063299796,neg,Who invented hayfever? 
1989549312,neg,Wishing the Cavs were in the NBA Finals...we just cant let it go 
1468031439,neg,@endearingevania I sure wish I could go with you guys tmrw. But as per usual school interferes. 
2202091896,neg,@AshleyLTMSYF hiya how r u? shame i missed u in Sydney. i was sick.i heard yall rocked!!! i missed the a/party 2 which i was invited to 
2200029856,neg,#haveyouever wished microsoft never had to update xbox live? im so sad i cant play cod4 live. 
1467876133,neg,has lost his ring. Its nominuswhere to be seen 
2206892331,neg,Trying to set up Xbox Live and failing tremendously...brain ache 
1882993898,neg,@TerrenceJ106. U should have told her and that voice box gone b bad 2 if ur ass keep on smokin them cancer sticks  lol
1759089904,neg,awhh.   going home from Vegas. :(      but im going back in June
2238285997,neg,i really feel bad bout eating a cheeseburger and a donut for dinner  ugh! i so need to burn this off tomorrow! :| darn McDonalds!!!!
1932332597,neg,oh my gooooooodness!!!! the cavs down 3minus1!! 
1982348564,neg,I would have bet a hundred bucks it would b Cleveland &amp LA in the finals. Thought it was Lebrons year 
2070393327,neg,@Lowjacker twitter top trends pisses me off. Oprah and the other tv celebs totally ruined twitters vibe. 
2250870150,neg,I haaattte hayfever. Piriton claritin and antihistamines seem to not make any difference 
1680198701,neg,The people here in Argentina say Obama will be the next JFK....  it is very bad but is the sad truth....
2188709688,neg,Headache bed work in the morning then busy all day tomorrow. 
1981120647,neg,@Egyptsaidso u were right about lastnites game  damn i still love Lebron!lol
2182725318,neg,England are rubbish. Wrong captain. Wrong selection. Only 2 batsmen. Jimmy Anderson was awful. Gutted. 
1467930017,neg,stuck at home 
2175776911,neg,@cateycancer ohhh??? That bad huh  u still got pink in your hair where you working??
2188783186,neg,06:38 to London Liverpool Street. A bit of time to sort my photographs and to start reading Dot Robot. Didnt find time for a coffee 
2198021691,neg,Sadly Obama is the later 
2204513867,neg,@britneyspears I should have gone to see you in london! 
2001056928,neg,@davidschwimmer cold!!!??? Here in London its been awful. We get a humid sticky heat. Not great to work in 
2204488979,neg,@dan_jf Its very handy but unfortunately it appears to have borked my Facebook status column 
1468014571,neg,Work laptop is officially dead .. Not happy at all.. 
1467837888,neg,@Henkuyinepu its overrated 
1999578367,neg,@oprah Tyler Perry was a first time voter?........ Australia is wayyyy behind in Oprah eps. 
1976978005,neg,i guess its over for the cavs..... 
1467894749,neg,wishing i was home underneath my covers 
2016118429,neg,@Rocker182 Sweet. No better game to be able to play anywhere than that. Too bad I dont have my PSP on me today. 
1558591211,neg,My carelessness led to wiping out all contacts on my iPhone 
2057317515,neg,Urgh damn hayfever  my eyes are soooo itchy.  rubs eye madly
1468006137,neg,Wrote exactly three lines of dialogue tonight then gave up. 
2204666389,neg,Maybe eating McDonalds downing a sherbet fountain &amp washed it down with warm coke..I feel a bit queasy. And quite a bit foamy 
1973089933,neg,Stressed.... Headache..... Stressed 
1982967985,neg,Its no longer sunny in Seattle.  http://tr.im/sunnyinseattle
1468056316,neg,Im doing my homework. Its gosh darn hard!! 
1980316231,neg,Wee man is away to Englandshire with Gran and Grandad. Thatll be me lost for the rest of the week. 
1680347120,pos,@ mcdonalds with my litto sis aka cuzin lol cristyyyyy 
1835259469,pos,@AnnaSaccone Love your new cards!   I would definitely hire you ).
1983068285,pos,@supricky06 that was one of the most enjoyable experiences Ive had on YouTube. Well done  http://bit.ly/1a7zPw
1559842363,pos,Dallas vegas goodness  http://twitpic.com/3lzt1 On my way to to the SusCon 
1999078293,pos,@JBsFanArgentina Hey I luv this pic!!! was amazing of the last CHAT of The JB in FACEBOOK! 
2053185460,pos,@llmatticusll yuuuup! 9 miles  its for cancer! for a good deed!
1565998071,pos,@seanmurphymusic Iam in love with Taylor Swifts &quotCrazier&quot and I think you should definitely do a cover of it itll be beautiful  &lt3
2190562741,pos,Had a piece of fried chicken some PSP luv and now off to bed. 
1973399754,pos,@mileycyrus BRAZIL LOVES U SO MUCH!! YOU ARE AWESOME MILEY! COME TO BRAZIL.. WE CANT FOR THIS DAY COME 
1965391855,pos,@SilMuri yeah thatd be awesome... Youre gonna be the new Oprah! Freakin yeah  ninjaminusrolls over to Sil to eat chocolate
1467987672,pos,@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! Ill give you props anytime! 
2000270889,pos,@McChelsea get a glass of wine a nice book and just chillax out there.  oh wait its seattle ill probably rain. hah 
1550736352,pos,Had to happen @Oprah is on twitter and only after 24 hours shes got 260371 followers and counting...  You go girlfriend!
1967963720,pos,THE LAKERS ARE SO GOING TO WIN AND ADVANCE TO THE FINALS 
1468005311,pos,@lightinthesky wow. enjoy! 
1467990416,pos,i drew a cute baby zebra i think he is my favorite so far 
1468021160,pos,Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4minus1. Nice night.
1979149789,pos,@batistini21 lols you go for the cavs. orlando owned them today 
2050078540,pos,@CCArquette ps. please try to see if you get Cougar Town to be broadcast internationally!!! im brazilian but such a great fan of yours! 
2046866302,pos,I L&lt3VE Taylor Swift.She is just so amazing and her music is wonderfull and makes me so happy. 
1467918096,pos,Fineminustuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha
2008626683,pos,Gran Turismo on PSP! FF13 to be on PC! What more can I ask for?! Gran Turismo 5 on PC perhaps? 
1960821853,pos,@dornx give me time and ill come with you sa london! haha. good luck with that! 
1467971939,pos,hanging out with biology til 4am woo  !
1467917300,pos,Happy Morning la toat? lumea!  
1548496948,pos,Watching Oprah that I had taped from earlier! Its was about Twitter today! 
2067126108,pos,Chrisette Michelle just came on the ipod . shes so mellow 
1968082909,pos,Lakers! Going to the finals!! Weee! 
2257073099,pos,Getting my hair cut while texting with my brother and getting updates about Iran  &amp the baseball game. God I love my iPhone!
1467990301,pos,@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations 
1468006104,pos,@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! 
2192673181,pos,@scrambledeggos Seattle is very nice. So green it reminds me of Germany 
2031911307,pos,great song  @Sharpatoulas: &quotseattles best&quot ♫ http://blip.fm/~7mki1
1751574773,pos,@taylorswift13 Taylor Swift I think youre so pretty it makes my heart melt everytime I see your face. 
2066535902,pos,starbucks &amp tanning. good start for today 
1759502287,pos,@Oprah We are so happy to have you back in the Tarheel State even if you are in Blue Devil country 
1881097261,pos,Not long till LONDON BABY!!!  and then the EMIRATES ON SUNDAY!!!!  YEAH!! cant wait... 
1824369536,pos,I got back from Brazil last week and everyone there is good. Here we are in full force preparing for the arrival of our boy 
2011034549,pos,@MissSydneyJ Im good lol... I feel awake 
1967926543,pos,The Lakers got it..  hahaah this is why i love LA
1468037411,pos,pierce surprised me w/ 2 koi fish today! hes the best!!!  did i mention hes remodeling the whole apt?im so grateful for him in my life!
1467953838,pos,Still up. Playin cards with the girls. 
2189616175,pos,I have a great fun day with my best friend!! Watch pride and prejudice eat mcdonalds and taking funny videos 
1467936123,pos,@nicolerichie that was my favorite show/series when i was little! 
1467841175,pos,@beycah Good for you Becca have a good sleep. 
1967961954,pos,Yeah Lakers!!!!!! I am so stinkin excited!!! Now the cavs need to shut the magic out for the best finals possible!! 
1978262839,pos,@seodubai Go #Lakers go!  Good morning!
1685303578,pos,@nick_carter Dont forget my dear youll always be in my mind and my heart ok?  BIG kiss and special affection from me (Brazil)! I ? u!
1994187668,pos,Wow Announcement of new Halo game from Bungie  HALO: Reach minus this rumor was true too scheduled for 2010 #xboxe3
1964959305,pos,@hotglassblower Oprah would have touched your feminine side today and since you luv her som much I even DVRd it 
1468039437,pos,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?
1967342614,pos,Lakers up 13 at half ! Looking good !! 
1467990285,pos,@alix_says its just like school except theres even more homework and everyones a lot nicer (normally) 
1994142180,pos,#xboxe3 Gameplay looks awesome just as always from Bungie! 
1994102754,neg,One more air crash   Air France aircraft from Brazil to Paris was lost in mid Atlantic 
2267117862,neg,Bye bye Vegas! Helloo long ass drive home 
1467973313,pos,@Shantymanfan I got your package! Wow Im so excited! My very own one! So do I plant it in a pot for now and water it till it grows? 
2050433216,pos,@EP31 we have soccer too~! The New England Revolution aka the Revs!  TAYLOR TWELLMAN FTW
2211068713,neg,@Lakers girls better do something amazing atthis parade!Most likelythey will just ruin thebeauty thatis goinon  unfortunately they SUCK!!!
2266149167,neg,@ObamaNews Your pages are being redirected to nowhere.  
2062485716,neg,ugh ran to mcdonalds.. so hungry. no time to eat 
2266794704,neg,has hayfever  and cant be arsed with being grounded. i hate it.
1467824856,pos,loving life... and loving you 
1468000812,neg,@AmberPacific i know i dont know why i said that 
1685666978,neg,@vishnupsp yea man Missing #bck5 really hard.  I am at Ma College of Engg Kothamangalam what do you do..?
2195338217,neg,@Nahrain yeah the torturer (Lynndee England) shes another sick puppy. 
2223904374,neg,@brennasaurus  Lame! Mom said she has to work all say on Saturday. :(
1467986559,neg,@enterbelladonna i dunno how to use the forum and i get frustrated with it. ill miss talking to you on here. 
2218208927,neg,My ninong Mike died yesterday..  Please pray for him. Everyones sad about that. Facebook stats.. 
2238654745,neg,Damn u silverstone. wotya have to hold the racing on the day ill be travelling back from middle england!! Booo!! 
2249107903,neg,continental checkminusin at seatac was so brutal. waited 30 minutes to get my boarding passes printed... worse yet... starbucks is closed. 
1978545952,neg,@ab3dj  Poor cavs....all that hard work. 
2218188308,neg,Completely forgot that Trav wanted to play XBox tonight 
2008026571,neg,I forgot my iphone at home. I feel naked without it 
2188796341,neg,Going to bed early I got a headache...  
2233530283,neg,Worried about my friends who had a breakminusinminusminus 2 laptops stolen nothing else. iPod Nano was left on the dining table. Data backed up but 
1932652218,neg,@RubyRose1 prop 8 didnt pass... again? OMG why does it even have to go to a vote. Obama should just work his magic? 
2187920291,neg,Going to bed. I am not feeling well today. Got a fever. 
2069563222,neg,I keep drinking coffee wishing it was Starbucks 
2060852332,neg,@drewkolar my dad threw me out Im at my grandmas tonight.. and I need a drinking buddy  but Im in Brazil not really around the corner
2068028521,neg,exhausted and I have a brutal headache 
2003014069,neg,Loss it tough for fans and Lebron yes indeed  http://tr.im/n9Cr
2251419270,neg,Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities 
2253750161,neg,Jogging isnt REALLY that cool especially if youve got a fever 
2207540245,neg,Waiting for him. Hopefully he gets on facebook soon. Something is wrong though some people cant write on my wall. Hope its fixed soon. 
1467854706,neg,Im stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
2009988523,pos,@Michael_Cera starbucks is the best. i work there i should know  whatre you getting there?
2296424580,neg,Is starting to think Obama was all hype    same old politicians
2256282440,neg,Kelly Clarkson CD is already in.  This is going to be a long ride to Scranton with @annibannani2 and @fakealvy. I #blamedrewscancer.
1564688640,neg,Feels sad my best friend Skippy is not going to be in London  Thanks for ruining that T! )
1685337831,neg,I wish Fallout 3 was on the PSP...but only because thats all I have with me right now 
1467935628,pos,@CheapyD sweet new episode of cagcast thnx cheapy 
1836028000,pos,@googoodolls http://twitpic.com/56m0y minus Really nice!  Grettings from Brazil equalsP i love goo goo dolls (L
2204876460,neg,minusgaspsminus dananananaykroyd touring aussie ....  GRRR WHY ALWAYS SYDNEY AND MELBZ FFS
1993817089,pos,Modern warfare 2 gameplay looks goood  #xboxe3
2055745238,pos,England have won the rugby they played like a well oiled machine 
2039738654,pos,eating mcdonalds and watching b work out!  yum! I need to start working out. flabs do not look good on the beach! lols
1977088625,neg,magic vs lakers... I kno my baby @erik_jamaal is happy but im so not interested in this match up. idk who I will root 4 
1974642639,pos,@JonasBrothers I LOVE YOU MR PRESIDENT&lt3 my friend doesnt know about mr president &amp she thought I said i love obama HAHA! 
1468033194,neg,@stephenkruiser Im so sorry to hear about your dog 
2052051192,neg,@Shari58 Still got the fever 
1978768368,neg,Guess I will go to bed...Cavs lost 
1976962520,neg,ouchyyy booo  headache! going to beed right now. even when its 7:42 oouuuch
1967985329,pos,And the west was won! Yeah lakers! 
1975392285,neg,Mr. iPod is sick 
1468021282,neg,Well that sucked. 
1467971217,pos,By the way... I never imagined that Id have 111 followers. Thank you all even the robots 
2045381352,pos,@SeattleWillow Have a nice time work! 
2254977181,neg,so glad it isnt as hot today as yesterday...yet. Still cant shake this headache. 
2069807761,pos,At starbucks with my new sister  learning her new phone.
1881614899,neg,@AnnaSaccone sounds yummy! i hate now living on practically nothing! 
1467906151,neg,@Poohpot lmao im sorry poohpot i ate it all! 
2326395653,neg,have a really sore throat and i think i also have a fever  not good
1548528100,pos,Ashton is going to be Oprah!  All hail the Twitter King! LOL!
1468034673,neg,Listening to Bjorks All is full of Love... crying 
2240602094,neg,@ImajicArt 3 month cancer battle. 
2206742783,neg,Is it raining in the north end? Too bad that has no effect on the record of dry days in a row in SEATTLE. We northenders dont count. 
1467814180,neg,this week is not going as i had hoped 
1467873227,neg,Im really cold. I dont want to go to sleep yet but theres nothing to do 
1828030638,pos,@dpburland yes i think i might just do that hehe might watch sleepless in seattle my fave 
1467971357,pos,Just saw Sunshine Cleaning. I love Amy Adams 
2258562048,neg,im bored dude ¬¬ nobody wants to take me to mcdonalds... 
1467862213,neg,@DjAlizay I really dont think people choose to be that way. But I think he chose not to accept my familys help   He might be dead by now
1979900633,neg,@Miss_Kookie  im good mad my CAvS lost 
1468052063,neg,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
1751036928,pos,@wale Im gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp Im taking it personal and I like lebron 2. 
1467989500,pos,OK bedtime for me...  We made it through another Monday!!!  YAY!!!  Night Tweets!    poof
1822865989,pos,http://twitpic.com/5c9gs minus A picture of Taylor Swift. I really like this picture. I have an exact one on my walls of my room! 
1963173652,neg,Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp PsPrint each biz card equals sep. project equals 
2058860624,neg,listening to taylor swift her music makes me sad 
1957158891,pos,@maryaflower McDonalds coffee beat starbucks by a mile in a blind taste test 
2266989055,neg,happy fathers day to all the fathers out there!!!!! unfortunatly im not celebrting my dad died coz of cancer when i was 8  xxx
2050828881,pos,@m3L1nd4 not in youtube but in dvd.. about the story its mix between meteor garden and hana yori dango.. you must watch it.. 
2206318875,neg,I had a dream Michelle Obama was stalking me. She was trying to pin flower broaches one me 
1467986614,pos,@arataka yay!  you found them!!!  
1468037016,pos,GuiPulp is open 
1559513777,neg,I cant find my Ipod   Just tore the living room apart and never found it.
1995955627,pos,Going to Brians graduation. Wearing Taylor Swifts designed dress. 
1833721929,neg,@KidFco0L LMAO my throat hurts... Man I told myself I wasnt gonna come back from vegas with an STD rhis trip 
2177370539,pos,@taylorswift13 youre soooo talented and I wish I could go to one of your concerts! Ily miss taylor swift! 
1979514746,pos,@harper Im in the same boat as you.  Happily there is a McDonalds close by so we can both enjoy a greasy breakfast.
1977022578,neg,@elizard I think Mary is working Monday night too  CAVS need a miracle 
2253406898,neg,@psprkl @sdoyon Its bad for their little baby ears 
2232292528,neg,I miss my iPod...life just isnt the same without it 
2003692932,neg,@mattress i had my ipod to take notes i just have such a short attention span I forgot by the time my haircut was done. 
1467936920,pos,Finally almost home 
2014223504,pos,@realjohngreen Yeah Dutch people are up as well ). Say hi to Sydney for me 
1467935121,neg,I wanna be in a punk rock band again 
2255524419,neg,is running a fever after last night sad face. 
2231401627,neg,Facebook is freaking out.  Apparently I have no friends. Yesterday I had 642. 
1985624215,neg,i just found my old  broken pink ipod nano. poor thing 
1977105075,neg,@Cibaby sorry hear bout the cavs 
1564332091,pos,you know twitter is going places when oprah starts tweeting. oh and larry king! 
2196224069,neg,Damn booted up the xbox for the first time in ages and Live is down for maintenance! 
2014849041,neg,@gfalcone601 i should soo do that but i need to get back to England asap.. miserable in Texas 
2322706077,neg,way sunburned if i ever get skin cancer i will credit pool volleyball 
1694532379,pos,@Jonasbrothers Nice skillz Nick  x love always Marjorie &amp Jemimah. Sydney Australia.
1467972258,pos,@daygan Wow! This Ubuntu feature is really cool  ?? again! Got More??
1467929915,neg,My bathtub drain is fired: it haz 1 job 2 do &amp it iz FAIL. I got all Drano on its ass &amp iz STILL NOT DRAINING. I wanna shower dangit!! 
1972285421,neg,wow... all i wanted to do is see taylor swift but of course shes sold out! 
1467901351,pos,@danielkirkley Lead Me To The Cross is one of my favorites!! Great job D!!! 
1835544596,neg,more depressed than you could ever imagine that I wont be going to Vegas.  I hate having to be financially responsible.
2175347246,pos,LakersequalsWorldCHhampions!!! Wooo!! Dangg The &quot Laker Parade&quot Was Straight Up Crazyy! Ahahaha 
1881753278,neg,In Mcdonalds....... Wanted To See Star Trek But All Late Times 
1573717335,neg,This is wario I wish there is wario land game in PSP   I miss this game last time I played it was wi... minus Photo: http://bkite.com/06H8T
2220967351,neg,@JonasAustralia I have to wait till next week.. I get paid on monday. 
1468022265,neg,Smugness gone. My train also failed to turn up so Im heading for Victoria followed by an unpleasant tube ride to the City. 
2247048768,neg,gots a headache and baby erics got a fever  crying fussy babyequalsno fun
2264791405,neg,@seriog tried it allows only chars numbers and underscore  Ill go with jankowarpspeed
1824687073,neg,Cancer is such a deadly horrible disease... We need to unite and fight to cure cancer for all... To many people lose the fight... So sad 
2071912209,pos,What you know about them Lakers! Haha. . .yeaaaaah baby. 
1977489431,neg,LeBron was tired u can totally tell by that he only got 25 pts. his attitude he was so TIRED!    :@ :minusS  :$  :(
1998104602,neg,I hate having my eyes dialated....I have a headache 
1975783415,neg,Sitting at McDonalds while JC &amp Bethanie play in the tunnels and I miss my wonderful hubby!  
1883408938,neg,Found out that @Astro_Mike was NOT really tweeting from the space shuttle. It was just someone @ NASA. Bummer I was so diggin that dude! 
1997997283,neg,No more orange drink at Mcdonalds  http://tinyurl.com/l2m3hb
1822827385,neg,Up holding Rae. She just threw up all over me &amp has an underarm fever of 103.8!  Please pray for my sweet girl!
1834389223,neg,@kuuchuu He was also in Sydney too!!  
2062325265,neg,I want to move to London 
1467990530,neg,@limbecky Im doing the time warp without you and am sad. 
2216605801,neg,waiting for taylor swift to follow me so i could message her...wish she would but im sure she wont  i want to talk to her soooooo bad
2070050937,neg,@DatasWife Aww do you really work in McDonalds. 
1759088692,pos,watching you belong to mee video  minusminustaylor swift is amazing love her...my new idol lol 
1978842347,pos,L.A. vs. Orlando...I have faith in L.A. Lakers. Im a true fan! Go Lakers!!! 
2053704763,pos,@feliciaday Hey can you tell me if we can use Xbox 360 to use Twitter as Tickers/popups? That would be Sweet! 
2177334527,pos,haha realized today my dad says &quotback home&quot not &quotin England&quot I like that  he has his priorities 
2070347245,pos,Listening to love story by taylor swift in the car and singing along 
1978906868,pos,Youtube and Facebook ftw! 
1823319180,pos,Red Devils champion of England for the 3rd time in a row.  Next stop CL title 
1932364070,pos,@BrianViloria Not this year Mr. LeBron James! Hahaha! 
2188469473,pos,is humming &quotHey Stephen&quotminusTaylor Swift 
1467935037,pos,I loved today 
1468021347,pos,@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.
1880879216,pos,http://twitpic.com/5oll7 minus We are on board....The Mini stored with the other Minis.... England here we come! 
2071912256,pos,All rockstars are back home: while some of us freshen up others watch Magic/Lakers game then well celebrate Sweden Rock in Florida 
1957670561,pos,Going On The London Eye Today  Wooooo Going To Take Lots Of Pictures So Add Me On Facebook To See Them When I Tweet That Im Back Okay. 
2066791269,pos,is going to picnic it up then watch Game 2 of the LakersminusMagic series  Go Lakers!
1468007617,pos,@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now 
1468021270,pos,What an awesome day   Boy am I grateful &amp blessed and I know it.
1976012690,pos,@tru_artiste my dude ima have the pics up soon  prolly facebook
1691089560,pos,@HollywoodHansM lol like how gud kobe iz!! lol and its gunn be the lakers &amp cavs in the finals 
1978392943,pos,First day of shows is done  and looking forward to Lakers v Magic finals 
2070088074,pos,@lancearmstrong http://twitpic.com/6vb49 minus wow lance great pic brother! you my idol! my mom just beat breast cancer! 
1559070007,pos,@LittleFletcher Hi Carrie! How are you? Girl Brazil love you! Come visit here! Have a nice day!  xx
1467987350,pos,Nice my contract was extended for another month 
1994653836,pos,omg! well..here is the best news of all time in Brazil with McFly: http://bit.ly/zp3If  Look at this boys! 
1882358244,pos,@pcdnicole Hi Nicole glad you loved Sydney! Was amazing working with you the other night at 301! Looking forward to you coming back 
1824427928,pos,I know am the owner of the ultimate iPod thanks to @grantcrusor... My music collection is quite serious. That is all. Good night folks 
1971825496,pos,Ive got a new toy and have joined iphonedom  I love it!
2063164137,pos,Just downloaded taylor swift because bauer has got me hooked 
2052940465,pos,@catharinamcfly think of London and youll survive!  Cant believe that its less then a year until I graduate! London Here I come! 
1752749091,pos,@Bparker_Seattle I totally 4 got about Golden Girls that is a gr8 Show 
1997963956,pos,great time at @starbucks with @algarcia3505 &amp @cgarcia47 ! now Im out for a bit 
1831259934,pos,My Lakers won now its time to see Magic win against the Celts 
2053234719,pos,taylor swifts songs make me happy i dont know why haha 
2055617579,pos,starbucks with the soonminustominusbe bride and her sister 
1467951978,pos,going to the sunshine coast on Thursday  should be pretty awesome i can update my tan 
1960351165,pos,@spicebugsmom A few more for you to follow: @aims7 @alirushton @dillyh @Oprah @timescolonist @JohnCleese ...Welcome to Twitter mums 
2060277033,pos,instead i told my mom to go to mcdonalds  hahaha
1467952934,pos,Home just in time for Chelsea Lately 
2180623876,pos,i think its awesome that @mishacollins has more votes than @oprah on the tweeterwall. keep up the work! 
1467822283,pos,@DaRealSunisaKim Thanks for the Twitter add Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. 
1967963080,pos,LAKERS FTW BABYY!! my boys did work tonight!!! 
1791744579,pos,@ddlovato Demi Ill deff see you on Brazil (S�o Paulo) on the show &amp&amp stage!  so excited
1976960923,pos,Anyone else love the fact that they #Lakers are not even playing tonight but #Kobe is #5 on trending topics! 
1976961279,pos,@stasia19 i got work at 8:30 so im going to bed now. i shall ttyl have fun doing your project  STARBUCKS DATE SOON ?
2188615777,pos,@Audrey_O Girl what are you contemplating. We ARE going to Vegas!  The concert? Well that part is up in the air! haha
1986945698,pos,@TayStarr awww thats my job im like mcdonalds girl i love to see you smile 
1969959831,pos,@NasaCaligeek I think even the coolest ppl have a geek inside waiting patiently to get out... 
1998858304,pos,@BennyDavro Honey youre not only on the 1st page youre within about 100 votes of Obama. Rock that grass skirt luv. 
1468036672,pos,@hitwithafish very nice pics! Such a cute family! 
1467972403,pos,@VampireBill  Goodnight and take care 
1467952308,pos,@ashleeadams doesnt make you look fat at all man. Good photo. 
1686285768,pos,@sydneymckinley im not gonna lie i absolutely LOVED JONAS. hahahaha those boys can do no wrong 
2065608954,pos,@tommcfly will you watch Green Day on UK this year? cant wait to see them in Brazil... Billie is trying to learn some portuguese! 
1985646530,pos,sooo excited....i just bought tickets to Taylor Swift. ahhhhhh 
2011928741,pos,liked seeing President Obama visit 5 Guys 
1467841943,pos,@guykawasaki congrats on 100000 followers. Wow almost 4 times of what I have 
1467972949,pos,@Msdebramaye I heard about that contest! Congrats girl!! 
2032716210,pos,@AmyLee27 Hi Amy. I great. I took a vacation day today in order to attend a Executive Committee meeting tonight. Obama makes me so proud 
2181521610,pos,@DONNASAWR Thank you Donna. 
1834752708,neg,Starbucks then schooll (: last Monday of middle school! 
1978826536,pos,@luvsJonasandVFC YUP! Im seeing them in August! woot woot!  my first concert was with Corbin Bleu Drake Bell and Aly &amp AJ! 
2176417861,neg,Feeling bad   My stomach hurts. Going to have lunch and watch Oprah at 3 oclock minus that will make me feel better
2252134609,neg,Working AGAIN today!  I havent had a day off in over a week...Im so sick of starbucks
1467824911,pos,loves chocolate milk  and that is GF YEAH..
1880801549,pos,@JonasAustralia i voted like ten times 
2197128859,neg,I wasnt worried about Xbox Lives downtime today until I realize I also wont have Netflix on 360. 
1467953820,pos,Is lying in bed with a babe 
2248861114,neg,@ashleyxtellez watching that 70s waiting for my headache to go away  lasted all day...
2192019323,pos,England trip update: just saw stonehenge and now heading to london! 
1467917606,pos,@imagejennation @whitrt we found a great Chinese place to hang out at 
1468000014,neg,Just got done watching the new House episode.Definitely one of the saddest episodes ever. 
1467843568,neg,Was intending to finish editing my 536minuspage novel manuscript tonight but that will probably not happen. And only 12 pages are left 
1467843590,pos,@kayotae Just had a martini myself. 
2232391007,neg,Is going to Vegas but wanting to go to Seattle 
2051019953,neg,@SarahCowan my doctor told me to stop caffine. Im like a tea &amp coffee fanatic and now everytime I pass a Starbucks I cry... 
1467943375,neg,Why is that when you have time off from work you get sick? 
1573415270,neg,@seattlewire I want to keep following u but all the repeated tweets u do r outta control! 
1467872181,neg,@charlietm I know right. I dunno what is going on with twitter. 
2064920886,neg,Facebook doesnt load 
1977024016,neg,whats wrong with LeBron James? 
